Fiscal_Year,Accounting_Period,SortOrder,MakeBold,LevelNum,nodedesc,HSortOrder,NdId,NdDesc,BaseAmount,ShowBox,Show_Vertical_Line,Show_Top_Line,Show_Bottom_Line,ND_Header,ND_SortOrder
,,18,Y,5,155001 - Intangible Assets (L2),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),46,4923,Global Functions and Other Corporate Activities [L4],25350793.37,N,Y,N,N,Other Corporate [L3],3
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),46,4923,Global Functions and Other Corporate Activities [L4],852,N,Y,N,N,Other Corporate [L3],3
2015,7,22,N,10,160010 - Other Assets (L3),46,4923,Global Functions and Other Corporate Activities [L4],501350869,N,Y,N,N,Other Corporate [L3],3
2015,7,23,Y,5,160001 - Other Assets (L2),46,4923,Global Functions and Other Corporate Activities [L4],526702514.4,N,Y,N,N,Other Corporate [L3],3
2015,7,24,Y,1,100001 - Direct Assets (L1),46,4923,Global Functions and Other Corporate Activities [L4],1172307034,N,Y,N,N,Other Corporate [L3],3
2015,7,25,Y,1,100000 - Assets,46,4923,Global Functions and Other Corporate Activities [L4],1172307034,N,Y,N,N,Other Corporate [L3],3
,,26,N,1,,46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,27,Y,5,210001 - Deposits (L2),46,4923,Global Functions and Other Corporate Activities [L4],31100897,N,Y,N,N,Other Corporate [L3],3
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),46,4923,Global Functions and Other Corporate Activities [L4],-12272457,N,Y,N,N,Other Corporate [L3],3
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),46,4923,Global Functions and Other Corporate Activities [L4],162697235,N,Y,N,N,Other Corporate [L3],3
2015,7,30,Y,5,260001 - Long-Term Debt (L2),46,4923,Global Functions and Other Corporate Activities [L4],-16186,N,Y,N,N,Other Corporate [L3],3
2015,7,31,N,10,270000 - Other Liabilities (L3),46,4923,Global Functions and Other Corporate Activities [L4],608741213,N,Y,N,N,Other Corporate [L3],3
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),46,4923,Global Functions and Other Corporate Activities [L4],-1996187438,N,Y,N,N,Other Corporate [L3],3
2015,7,33,Y,5,270001 - Other Liabilities (L2),46,4923,Global Functions and Other Corporate Activities [L4],-1387446225,N,Y,N,N,Other Corporate [L3],3
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),46,4923,Global Functions and Other Corporate Activities [L4],8757439343,N,Y,N,N,Other Corporate [L3],3
2015,7,35,Y,1,200001 - Liabilities (L1),46,4923,Global Functions and Other Corporate Activities [L4],7551502607,N,Y,N,N,Other Corporate [L3],3
,,36,N,1,,46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,37,N,10,311001 - Preferred Stock (L3),46,4923,Global Functions and Other Corporate Activities [L4],872027,N,Y,N,N,Other Corporate [L3],3
2015,7,38,N,10,320000 - Common Stock (L3),46,4923,Global Functions and Other Corporate Activities [L4],17392231,N,Y,N,N,Other Corporate [L3],3
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),46,4923,Global Functions and Other Corporate Activities [L4],671232250,N,Y,N,N,Other Corporate [L3],3
2015,7,40,N,10,340000 - Retained Earnings (L3),46,4923,Global Functions and Other Corporate Activities [L4],-5464530623,N,Y,N,N,Other Corporate [L3],3
,,41,N,10,350000 - Treasury Stock (L3),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),46,4923,Global Functions and Other Corporate Activities [L4],-54876636,N,Y,N,N,Other Corporate [L3],3
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),46,4923,Global Functions and Other Corporate Activities [L4],-4829910751,N,Y,N,N,Other Corporate [L3],3
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),46,4923,Global Functions and Other Corporate Activities [L4],60,N,Y,N,N,Other Corporate [L3],3
2015,7,45,Y,1,300001 - Total Equity (L1),46,4923,Global Functions and Other Corporate Activities [L4],-4829910691,N,Y,N,N,Other Corporate [L3],3
,,46,N,1,,46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,47,Y,5,370001 - Management Capital (L1),46,4923,Global Functions and Other Corporate Activities [L4],-1549284882,N,Y,N,N,Other Corporate [L3],3
2015,7,48,Y,1,200000 - Total Liabilities & Equity,46,4923,Global Functions and Other Corporate Activities [L4],1172307034,N,Y,N,N,Other Corporate [L3],3
,,49,N,1,,46,4923,Global Functions and Other Corporate Activities [L4],0,Y,N,N,N,Other Corporate [L3],3
,,50.1,N,5,Average Loans,46,4923,Global Functions and Other Corporate Activities [L4],,N,Y,Y,N,Other Corporate [L3],3
,,50.2,N,5,Average Deposits,46,4923,Global Functions and Other Corporate Activities [L4],,N,Y,N,Y,Other Corporate [L3],3
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
,,53,Y,5,940210 - Total Past Due Loans (L1),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
,,54,Y,5,720000 - Servicing Assets Securitized (L1),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,46,4923,Global Functions and Other Corporate Activities [L4],1143152,N,Y,N,N,Other Corporate [L3],3
,,56,Y,5,760000 - Assets Under Management (L1),46,4923,Global Functions and Other Corporate Activities [L4],0,N,Y,N,Y,Other Corporate [L3],3
,,0,N,1,,47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,1,Y,1,100002 - Indirect Assets (L1),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),47,5475,Corporate Items [L4],-21508752500,N,Y,N,N,Other Corporate [L3],3
2015,7,3,Y,5,115001 - Deposits with Banks (L2),47,5475,Corporate Items [L4],-7.63E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),47,5475,Corporate Items [L4],-1.08E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),47,5475,Corporate Items [L4],-8941536055,N,Y,N,N,Other Corporate [L3],3
2015,7,6,Y,5,130001 - Trading Account Assets (L2),47,5475,Corporate Items [L4],-83152854735,N,Y,N,N,Other Corporate [L3],3
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),47,5475,Corporate Items [L4],71858892,N,Y,N,N,Other Corporate [L3],3
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),47,5475,Corporate Items [L4],373504898,N,Y,N,N,Other Corporate [L3],3
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,10,Y,5,135001 - Investments (L2),47,5475,Corporate Items [L4],445363790,N,Y,N,N,Other Corporate [L3],3
2015,7,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),47,5475,Corporate Items [L4],-14410385400,N,Y,N,N,Other Corporate [L3],3
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),47,5475,Corporate Items [L4],-7.82E+11,N,Y,N,N,Other Corporate [L3],3
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),47,5475,Corporate Items [L4],-7.96E+11,N,Y,N,N,Other Corporate [L3],3
,,16,Y,5,145001 - Allowance for Loan Losses (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,17,Y,5,150001 - Goodwill (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,18,Y,5,155001 - Intangible Assets (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),47,5475,Corporate Items [L4],135543,N,Y,N,N,Other Corporate [L3],3
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),47,5475,Corporate Items [L4],-845792730,N,Y,N,N,Other Corporate [L3],3
2015,7,22,N,10,160010 - Other Assets (L3),47,5475,Corporate Items [L4],-1.78E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,23,Y,5,160001 - Other Assets (L2),47,5475,Corporate Items [L4],-1.78E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,24,Y,1,100001 - Direct Assets (L1),47,5475,Corporate Items [L4],-1.96E+12,N,Y,N,N,Other Corporate [L3],3
2015,7,25,Y,1,100000 - Assets,47,5475,Corporate Items [L4],-1.96E+12,N,Y,N,N,Other Corporate [L3],3
,,26,N,1,,47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,27,Y,5,210001 - Deposits (L2),47,5475,Corporate Items [L4],-5.65E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),47,5475,Corporate Items [L4],-65200416911,N,Y,N,N,Other Corporate [L3],3
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),47,5475,Corporate Items [L4],-1.05E+12,N,Y,N,N,Other Corporate [L3],3
2015,7,30,Y,5,260001 - Long-Term Debt (L2),47,5475,Corporate Items [L4],-2.48E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,31,N,10,270000 - Other Liabilities (L3),47,5475,Corporate Items [L4],-12512554169,N,Y,N,N,Other Corporate [L3],3
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),47,5475,Corporate Items [L4],-14586160017,N,Y,N,N,Other Corporate [L3],3
2015,7,33,Y,5,270001 - Other Liabilities (L2),47,5475,Corporate Items [L4],-27098714186,N,Y,N,N,Other Corporate [L3],3
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),47,5475,Corporate Items [L4],-3509904463,N,Y,N,N,Other Corporate [L3],3
2015,7,35,Y,1,200001 - Liabilities (L1),47,5475,Corporate Items [L4],-1.96E+12,N,Y,N,N,Other Corporate [L3],3
,,36,N,1,,47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,37,N,10,311001 - Preferred Stock (L3),47,5475,Corporate Items [L4],-3307628122,N,Y,N,N,Other Corporate [L3],3
2015,7,38,N,10,320000 - Common Stock (L3),47,5475,Corporate Items [L4],-46348792792,N,Y,N,N,Other Corporate [L3],3
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),47,5475,Corporate Items [L4],-4.06E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,40,N,10,340000 - Retained Earnings (L3),47,5475,Corporate Items [L4],80167872808,N,Y,N,N,Other Corporate [L3],3
2015,7,41,N,10,350000 - Treasury Stock (L3),47,5475,Corporate Items [L4],-5123460950,N,Y,N,N,Other Corporate [L3],3
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),47,5475,Corporate Items [L4],15114861967,N,Y,N,N,Other Corporate [L3],3
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),47,5475,Corporate Items [L4],-3.65E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,44,Y,5,380001 - Non-Controlling Interest (L2),47,5475,Corporate Items [L4],358723705,N,Y,N,N,Other Corporate [L3],3
2015,7,45,Y,1,300001 - Total Equity (L1),47,5475,Corporate Items [L4],-3.65E+11,N,Y,N,N,Other Corporate [L3],3
,,46,N,1,,47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,47,Y,5,370001 - Management Capital (L1),47,5475,Corporate Items [L4],3.69E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,48,Y,1,200000 - Total Liabilities & Equity,47,5475,Corporate Items [L4],-1.96E+12,N,Y,N,N,Other Corporate [L3],3
,,49,N,1,,47,5475,Corporate Items [L4],0,Y,N,N,N,Other Corporate [L3],3
,,50.1,N,5,Average Loans,47,5475,Corporate Items [L4],,N,Y,Y,N,Other Corporate [L3],3
,,50.2,N,5,Average Deposits,47,5475,Corporate Items [L4],,N,Y,N,Y,Other Corporate [L3],3
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,53,Y,5,940210 - Total Past Due Loans (L1),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,54,Y,5,720000 - Servicing Assets Securitized (L1),47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,55,Y,5,739000 - Commitments and Contingencies Accounts,47,5475,Corporate Items [L4],0,N,Y,N,N,Other Corporate [L3],3
,,56,Y,5,760000 - Assets Under Management (L1),47,5475,Corporate Items [L4],0,N,Y,N,Y,Other Corporate [L3],3
,,0,N,1,,48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,1,Y,1,100002 - Indirect Assets (L1),48,5490,Treasury [L4],-2.68E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),48,5490,Treasury [L4],-681722177,N,Y,N,N,Other Corporate [L3],3
2015,7,3,Y,5,115001 - Deposits with Banks (L2),48,5490,Treasury [L4],3.21E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,4,Y,5,120001 - Federal Funds Sold and Resales (L2),48,5490,Treasury [L4],327450000,N,Y,N,N,Other Corporate [L3],3
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),48,5490,Treasury [L4],654492827,N,Y,N,N,Other Corporate [L3],3
2015,7,6,Y,5,130001 - Trading Account Assets (L2),48,5490,Treasury [L4],1156718161,N,Y,N,N,Other Corporate [L3],3
2015,7,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),48,5490,Treasury [L4],1.89E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,8,N,10,135010 - Investments - Non-Marketable Securities (L3),48,5490,Treasury [L4],5199375916,N,Y,N,N,Other Corporate [L3],3
2015,7,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),48,5490,Treasury [L4],18448530066,N,Y,N,N,Other Corporate [L3],3
2015,7,10,Y,5,135001 - Investments (L2),48,5490,Treasury [L4],2.13E+11,N,Y,N,N,Other Corporate [L3],3
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),48,5490,Treasury [L4],7.60E+11,N,Y,N,N,Other Corporate [L3],3
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),48,5490,Treasury [L4],7.60E+11,N,Y,N,N,Other Corporate [L3],3
,,16,Y,5,145001 - Allowance for Loan Losses (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,17,Y,5,150001 - Goodwill (L2),48,5490,Treasury [L4],332872,N,Y,N,N,Other Corporate [L3],3
,,18,Y,5,155001 - Intangible Assets (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),48,5490,Treasury [L4],404409014,N,Y,N,N,Other Corporate [L3],3
2015,7,22,N,10,160010 - Other Assets (L3),48,5490,Treasury [L4],24657672489,N,Y,N,N,Other Corporate [L3],3
2015,7,23,Y,5,160001 - Other Assets (L2),48,5490,Treasury [L4],25062081503,N,Y,N,N,Other Corporate [L3],3
2015,7,24,Y,1,100001 - Direct Assets (L1),48,5490,Treasury [L4],1.32E+12,N,Y,N,N,Other Corporate [L3],3
2015,7,25,Y,1,100000 - Assets,48,5490,Treasury [L4],1.05E+12,N,Y,N,N,Other Corporate [L3],3
,,26,N,1,,48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,27,Y,5,210001 - Deposits (L2),48,5490,Treasury [L4],1.05E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,28,Y,5,240001 - Trading Account Liabilities (L2),48,5490,Treasury [L4],1191652874,N,Y,N,N,Other Corporate [L3],3
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),48,5490,Treasury [L4],8.19E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,30,Y,5,260001 - Long-Term Debt (L2),48,5490,Treasury [L4],2.91E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,31,N,10,270000 - Other Liabilities (L3),48,5490,Treasury [L4],7975979071,N,Y,N,N,Other Corporate [L3],3
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),48,5490,Treasury [L4],595173266,N,Y,N,N,Other Corporate [L3],3
2015,7,33,Y,5,270001 - Other Liabilities (L2),48,5490,Treasury [L4],8571152337,N,Y,N,N,Other Corporate [L3],3
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),48,5490,Treasury [L4],24201912661,N,Y,N,N,Other Corporate [L3],3
2015,7,35,Y,1,200001 - Liabilities (L1),48,5490,Treasury [L4],1.25E+12,N,Y,N,N,Other Corporate [L3],3
,,36,N,1,,48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,37,N,10,311001 - Preferred Stock (L3),48,5490,Treasury [L4],13968012404,N,Y,N,N,Other Corporate [L3],3
2015,7,38,N,10,320000 - Common Stock (L3),48,5490,Treasury [L4],815691062,N,Y,N,N,Other Corporate [L3],3
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),48,5490,Treasury [L4],1.89E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,40,N,10,340000 - Retained Earnings (L3),48,5490,Treasury [L4],-8633434967,N,Y,N,N,Other Corporate [L3],3
,,41,N,10,350000 - Treasury Stock (L3),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),48,5490,Treasury [L4],-12729407104,N,Y,N,N,Other Corporate [L3],3
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),48,5490,Treasury [L4],1.82E+11,N,Y,N,N,Other Corporate [L3],3
,,44,Y,5,380001 - Non-Controlling Interest (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,45,Y,1,300001 - Total Equity (L1),48,5490,Treasury [L4],1.82E+11,N,Y,N,N,Other Corporate [L3],3
,,46,N,1,,48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,47,Y,5,370001 - Management Capital (L1),48,5490,Treasury [L4],-3.78E+11,N,Y,N,N,Other Corporate [L3],3
2015,7,48,Y,1,200000 - Total Liabilities & Equity,48,5490,Treasury [L4],1.05E+12,N,Y,N,N,Other Corporate [L3],3
,,49,N,1,,48,5490,Treasury [L4],0,Y,N,N,N,Other Corporate [L3],3
,,50.1,N,5,Average Loans,48,5490,Treasury [L4],,N,Y,Y,N,Other Corporate [L3],3
,,50.2,N,5,Average Deposits,48,5490,Treasury [L4],,N,Y,N,Y,Other Corporate [L3],3
,,51,N,10,940184 - Total 90+ Days Past Due (90+ DPD) (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
,,52,N,10,940200 - Total 30-89 Days Past Due (30-89 DPD) (L2),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
,,53,Y,5,940210 - Total Past Due Loans (L1),48,5490,Treasury [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,54,Y,5,720000 - Servicing Assets Securitized (L1),48,5490,Treasury [L4],1507454,N,Y,N,N,Other Corporate [L3],3
2015,7,55,Y,5,739000 - Commitments and Contingencies Accounts,48,5490,Treasury [L4],-158812930,N,Y,N,N,Other Corporate [L3],3
,,56,Y,5,760000 - Assets Under Management (L1),48,5490,Treasury [L4],0,N,Y,N,Y,Other Corporate [L3],3
,,0,N,1,,49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,1,Y,1,100002 - Indirect Assets (L1),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,2,Y,5,110001 - Cash and Due from Banks (L2),49,5497,Enterprise O&T [L4],1212333368,N,Y,N,N,Other Corporate [L3],3
2015,7,3,Y,5,115001 - Deposits with Banks (L2),49,5497,Enterprise O&T [L4],202640836.1,N,Y,N,N,Other Corporate [L3],3
,,4,Y,5,120001 - Federal Funds Sold and Resales (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,5,Y,5,125001 - Brokerage Receivables (L2),49,5497,Enterprise O&T [L4],50597,N,Y,N,N,Other Corporate [L3],3
2015,7,6,Y,5,130001 - Trading Account Assets (L2),49,5497,Enterprise O&T [L4],-573691,N,Y,N,N,Other Corporate [L3],3
,,7,N,10,135000 - Investments - Available-for-Sale (AFS) (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,8,N,10,135010 - Investments - Non-Marketable Securities (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,9,N,10,135020 - Investments - Held-to-Maturity (HTM) (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,10,Y,5,135001 - Investments (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,11,N,10,140000 - Consumer Loans & Leases Net of Unearned (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,12,N,10,141000 - Commercial Loans & Leases Net of Unearned (L3),49,5497,Enterprise O&T [L4],170826169,N,Y,N,N,Other Corporate [L3],3
,,13,N,10,142000 - Cross Regional Loans - Interest Earning (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,14,N,10,160020 - Cross Regional Loans - Non-Interest Earning (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,15,Y,5,140001 - Total Loans & Leases Net of Unearned (L2),49,5497,Enterprise O&T [L4],170826169,N,Y,N,N,Other Corporate [L3],3
,,16,Y,5,145001 - Allowance for Loan Losses (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,17,Y,5,150001 - Goodwill (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,18,Y,5,155001 - Intangible Assets (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
,,19,Y,5,156001 - Mortgage Servicing Rights (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,20,N,10,160040 - Property Plant and Equipment Net (L3),49,5497,Enterprise O&T [L4],4583940518,N,Y,N,N,Other Corporate [L3],3
2015,7,21,N,10,160030 - Interest & Fees Receivable from Loans (L3),49,5497,Enterprise O&T [L4],232,N,Y,N,N,Other Corporate [L3],3
2015,7,22,N,10,160010 - Other Assets (L3),49,5497,Enterprise O&T [L4],4253337392,N,Y,N,N,Other Corporate [L3],3
2015,7,23,Y,5,160001 - Other Assets (L2),49,5497,Enterprise O&T [L4],8837278142,N,Y,N,N,Other Corporate [L3],3
2015,7,24,Y,1,100001 - Direct Assets (L1),49,5497,Enterprise O&T [L4],10422555421,N,Y,N,N,Other Corporate [L3],3
2015,7,25,Y,1,100000 - Assets,49,5497,Enterprise O&T [L4],10422555421,N,Y,N,N,Other Corporate [L3],3
,,26,N,1,,49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,27,Y,5,210001 - Deposits (L2),49,5497,Enterprise O&T [L4],21251950,N,Y,N,N,Other Corporate [L3],3
,,28,Y,5,240001 - Trading Account Liabilities (L2),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,29,Y,5,250001 - Purchased Funds & Other Borrowings (L2),49,5497,Enterprise O&T [L4],3988530313,N,Y,N,N,Other Corporate [L3],3
2015,7,30,Y,5,260001 - Long-Term Debt (L2),49,5497,Enterprise O&T [L4],405975631,N,Y,N,N,Other Corporate [L3],3
2015,7,31,N,10,270000 - Other Liabilities (L3),49,5497,Enterprise O&T [L4],2187637179,N,Y,N,N,Other Corporate [L3],3
2015,7,32,N,10,265000 - Accrued Taxes & Other Expenses (L3),49,5497,Enterprise O&T [L4],1549831110,N,Y,N,N,Other Corporate [L3],3
2015,7,33,Y,5,270001 - Other Liabilities (L2),49,5497,Enterprise O&T [L4],3737468289,N,Y,N,N,Other Corporate [L3],3
2015,7,34,Y,5,280001 - Net Intersegment Funding - Items in Transit (IIT) (L2),49,5497,Enterprise O&T [L4],-376418192,N,Y,N,N,Other Corporate [L3],3
2015,7,35,Y,1,200001 - Liabilities (L1),49,5497,Enterprise O&T [L4],7776807991,N,Y,N,N,Other Corporate [L3],3
,,36,N,1,,49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,37,N,10,311001 - Preferred Stock (L3),49,5497,Enterprise O&T [L4],2186270,N,Y,N,N,Other Corporate [L3],3
2015,7,38,N,10,320000 - Common Stock (L3),49,5497,Enterprise O&T [L4],50592564,N,Y,N,N,Other Corporate [L3],3
2015,7,39,N,10,331001 - Additional Paid-In Capital (APIC) (L3),49,5497,Enterprise O&T [L4],1932902620,N,Y,N,N,Other Corporate [L3],3
2015,7,40,N,10,340000 - Retained Earnings (L3),49,5497,Enterprise O&T [L4],-4149096890,N,Y,N,N,Other Corporate [L3],3
,,41,N,10,350000 - Treasury Stock (L3),49,5497,Enterprise O&T [L4],0,N,Y,N,N,Other Corporate [L3],3
2015,7,42,N,10,360001 - Accumulated Other Comprehensive Income/Loss (L3),49,5497,Enterprise O&T [L4],1147345,N,Y,N,N,Other Corporate [L3],3
2015,7,43,Y,5,310001 - group's Stockholders Equity (L2),49,5497,Enterprise O&T [L4],-2162268091,N,Y,N,N,Other Corporate [L3],3
